"us_cit","disability","gender","black","marriage_sit","education","birth_12m","native_eng","worker_type","earnings","hours","children","age","fullownership"
"no","not disabled","male","black","never married",21,"no","yes","private, non profit",10000,25,NA,41,"no"
"yes","not disabled","male","non-black","never married",22,"no","yes","private, profit",70000,40,0,29,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",28000,40,0,46,"no"
"yes","not disabled","female","black","never married",16,"no","yes","private, profit",24000,8,1,28,"no"
"yes","not disabled","male","non-black","never married",19,"no","no","private, profit",25000,40,NA,34,"no"
"yes","not disabled","female","non-black","Separated/divorced",19,"no","yes","private, profit",63000,40,0,67,"no"
"yes","disabled","male","non-black","married",16,"no","yes","public",65000,4,0,57,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",42000,40,0,61,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",5600,12,4,41,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",40000,40,0,59,"no"
"yes","not disabled","female","non-black","never married",21,"no","no","private, profit",90000,40,2,34,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",30000,40,2,42,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",55000,40,0,32,"yes"
"yes","not disabled","female","non-black","married",23,"no","yes","self_employed",45500,40,0,57,"no"
"no","disabled","female","black","married",16,"no","no","private, profit",25000,36,0,47,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",41000,40,3,37,"yes"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",75000,40,2,43,"no"
"yes","not disabled","female","non-black","married",24,"no","yes","public",127000,45,2,46,"no"
"no","not disabled","female","non-black","widowned",24,"no","no","private, profit",25000,40,0,57,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",37500,60,0,57,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, non profit",40000,40,0,53,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",200000,40,0,60,"no"
"no","not disabled","male","black","married",22,"no","yes","private, non profit",100000,40,0,43,"no"
"no","not disabled","female","non-black","married",16,"no","no","private, profit",17800,32,0,56,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","self_employed",65000,16,4,34,"no"
"yes","not disabled","female","black","Separated/divorced",21,"no","yes","private, non profit",50000,40,0,60,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","public",42000,40,0,45,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",69000,42,5,46,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",85000,40,0,53,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","private, profit",300000,40,2,39,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","public",114000,40,1,45,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",65000,36,0,59,"no"
"yes","not disabled","female","non-black","never married",16,"no","yes","public",10000,25,1,46,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",22000,30,2,41,"no"
"no","not disabled","male","non-black","married",23,"no","no","private, profit",26500,40,0,34,"yes"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",50000,60,3,37,"no"
"no","not disabled","male","non-black","married",23,"no","no","public",130000,40,2,45,"no"
"yes","not disabled","female","non-black","married",24,"no","yes","public",90000,25,0,64,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",76000,55,0,56,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",1400,12,1,50,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",80000,50,0,35,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","self_employed",26000,45,1,48,"no"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",68000,40,0,35,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",50000,55,0,28,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","public",90000,50,0,29,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","private, profit",25000,70,0,39,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","public",55000,50,0,38,"yes"
"yes","not disabled","female","non-black","married",10,"no","yes","private, profit",27000,35,0,59,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",125000,40,2,50,"no"
"no","not disabled","female","black","married",21,"no","no","private, profit",134000,40,2,56,"yes"
"yes","not disabled","male","non-black","married",1,"no","yes","private, profit",135000,50,0,61,"no"
"yes","not disabled","male","non-black","never married",22,"no","no","public",75000,40,0,28,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",67000,50,0,45,"no"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",20000,45,3,33,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",115000,55,2,36,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","public",5600,34,0,43,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",35000,7,0,48,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",23400,40,0,40,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","public",24000,33,0,54,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",65000,35,0,31,"no"
"yes","not disabled","female","black","never married",20,"no","yes","private, profit",24000,40,2,27,"no"
"no","not disabled","female","non-black","married",16,"no","yes","public",9100,22,0,41,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, profit",178000,40,0,56,"no"
"yes","not disabled","male","black","married",16,"no","yes","private, non profit",7000,40,NA,30,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",34000,50,3,33,"no"
"yes","not disabled","male","non-black","never married",22,"no","no","public",1000,16,0,35,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","public",17000,30,3,35,"no"
"no","not disabled","female","non-black","married",22,"no","no","private, profit",65000,40,0,35,"no"
"yes","not disabled","female","black","married",21,"no","yes","private, profit",70000,40,0,61,"no"
"yes","disabled","female","non-black","married",16,"no","yes","private, profit",60000,45,1,31,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",99000,45,0,56,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",221000,40,0,52,"no"
"yes","not disabled","female","non-black","Separated/divorced",20,"no","yes","public",58000,40,0,55,"no"
"no","not disabled","male","non-black","widowned",21,"no","no","private, profit",18800,40,0,58,"no"
"yes","not disabled","female","black","never married",17,"no","yes","private, profit",19200,35,0,40,"no"
"no","not disabled","male","non-black","married",18,"no","no","private, profit",8400,40,1,38,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",80000,40,2,39,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",230000,50,3,51,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","self_employed",171000,45,1,43,"no"
"yes","not disabled","female","non-black","married",23,"no","yes","public",72000,60,1,42,"yes"
"yes","not disabled","female","non-black","Separated/divorced",20,"no","yes","private, profit",18000,40,0,57,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",55000,45,1,46,"no"
"yes","not disabled","female","non-black","married",21,"no","no","private, profit",566000,65,2,40,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","private, non profit",97000,35,1,49,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",150000,45,0,52,"yes"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",23600,35,0,34,"yes"
"yes","not disabled","male","non-black","married",19,"no","yes","private, non profit",54000,40,0,48,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","public",67000,40,2,41,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","self_employed",150000,32,0,58,"no"
"yes","not disabled","female","non-black","married",23,"no","yes","private, profit",130000,40,1,35,"no"
"yes","not disabled","female","non-black","widowned",18,"no","yes","private, profit",15500,40,0,66,"no"
"yes","not disabled","male","non-black","Separated/divorced",19,"no","yes","public",60000,40,0,60,"no"
"yes","not disabled","male","non-black","married",16,"no","no","public",100000,50,0,66,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",130000,45,2,59,"yes"
"yes","not disabled","female","non-black","never married",1,"no","yes","public",27900,38,0,47,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",175000,40,0,63,"yes"
"no","not disabled","female","non-black","married",15,"yes","no","private, profit",30000,40,1,46,"no"
"yes","not disabled","male","black","married",18,"no","yes","private, profit",48300,40,0,66,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",60000,40,0,48,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",60000,40,0,44,"no"
"yes","not disabled","female","non-black","widowned",16,"no","yes","private, profit",40000,40,0,64,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","private, profit",50000,50,1,38,"yes"
"no","not disabled","female","non-black","never married",7,"no","no","private, profit",5000,10,0,59,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",150000,55,1,52,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",48000,40,1,41,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",200000,50,0,62,"yes"
"yes","not disabled","male","black","married",22,"no","yes","self_employed",100000,40,0,56,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",50000,40,0,62,"no"
"yes","not disabled","male","non-black","Separated/divorced",19,"no","no","private, profit",12000,24,0,49,"yes"
"yes","not disabled","male","non-black","married",19,"no","yes","self_employed",10000,15,1,39,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",84000,40,0,62,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",726000,45,0,54,"no"
